,label,sent1,sent2,ending0,ending1,ending2,ending3,ending4
225,1,Where is basketball court likely to be outdoors?,basketball court,A. high school gymnasium,B. city,C. park,D. use,E. los angeles
226,3,What could a balalaika be needed for?,balalaika,A. artist junkyard,B. music store,C. singing,D. symphony,E. orchestra
227,2,What type of home is most likely to have an attic filled with historical items?,attic,A. top of home,B. older houses,C. victorian house,D. own home,E. material
228,4,"Jackson is a popular city name, but the one with a governor's office is where?",jackson,A. michigan,B. wyoming,C. mississippi,D. tennessee,E. mississippi
229,1,Where is microphone boom likely to be used to record an album?,microphone boom,A. radio station,B. recording studio,C. concert,D. tv studio,E. new york
230,0,What is the worst outcome of an injury?,injury,A. cause death,B. cause bleeding,C. falling down,D. become infected,E. claim insurance
231,0,How is someone who loves their TV likely to feel about their remote?,remote,A. attached,B. nostalgic,C. companionable,D. likely,E. close
232,0,"The man wanted to take a bus, but all the chars were full of people doing what?",take bus,A. sitting down,B. refusing,C. saving money,D. sit down,E. go outdoors
233,3,"Bob thought that his Pokemon cards were common and worthless, but he was wrong about them. They were really what?",common,A. personal,B. special,C. shiny,D. rare,E. irregular
234,3,"A wife asks a husband to stop being married to her, what is he likely to feel even with friends?",stopping being married to,A. happiness,B. pleasure,C. happy,D. grief,E. isolation
235,1,"The camper looked up at the vast night sky, it left him feeling mighty what?",mighty,A. unimportant,B. insignificant,C. stellar,D. somewhat,E. helpless
236,3,"Though nearby, an apple from an apple tree where would be an imported product to the USA?",apple tree,A. ohio,B. washington state,C. alaska,D. canada,E. flowers
237,1,"The old man was retired and liked the simple things, he would do crossword puzzle every morning simply just to do what?",do crossword puzzle,A. you're bored,B. pass time,C. relax,D. mentally challenged,E. win
238,1,What would you change the learning process to be if someone does not like learning?,learning,A. interesting,B. fun,C. joyful or painful,D. very important,E. free
239,1,To properly instruct children attending school you would need a great deal of what?,attending school,A. boredom,B. patience,C. time,D. teachers,E. inspiration
240,2,If done correctly grooming pet's nails generally does not cause this?,grooming,A. training,B. satisfaction,C. injury,D. beauty,E. late
241,3,"The man was cleaning clothes for his date, what was he looking to achieve?",cleaning clothes,A. ruined,B. clean clothes,C. sadness,D. attractive appearance,E. look better
242,2,"The person was looking up airline and hotel prices, what was he looking to do?",person,A. control computer,B. separate things,C. go on vacation,D. cross street,E. go out
243,2,"The person put on lotion, what did they want?",person,A. fresh smell,B. good credit,C. smooth skin,D. fresh produce,E. headache
244,3,"Eating breakfast in bed can make you feel what, assuming that you don't spill anything?",eating breakfast in bed,A. vomiting,B. pleasure,C. happiness,D. contentment,E. mess
245,2,What would an adult man do to get ready for work?,adult,A. dress herself,B. shower,C. dress himself,D. drink beer,E. drive train
246,1,"The woman picked from an apple tree while surrounded by other trees, where was she?",apple tree,A. illinois,B. woods,C. new york,D. indiana,E. farmer's market
247,0,"Mom is tidying a house, where would she put the loose dictionary?",dictionary,A. shelf,B. library,C. classroom,D. table,E. desk
248,3,"The judge did not take this part of the job lightly, the man was guilty but it was his passing sentence that condemned the man to what?",passing sentence,A. go to jail,B. incarceration,C. intercourse,D. death,E. judgement
249,2,Simon bought a cow because he wanted to put it to work.   He didn't want any meat for it.  Where might Simon be taking the cow?,cow,A. countryside,B. city,C. dairy farm,D. butcher shop,E. canada
250,2,What would children do if they are bored?,children,A. walk,B. change shoes,C. play tag,D. smell smoke,E. reach over
251,3,Behind what small door are canned goods usually kept in?,canned goods,A. cabinet,B. pantry,C. kitchen,D. cupboard,E. shelf
252,3,"While laid up in the hospital she tried remembering good times, like that massage on vacation that brought great what?",remembering,A. dream,B. knowing,C. depression,D. pleasure,E. nostalgia
253,2,"If I want to maximize my number of potential customers, where should I build a new department store?",department store,A. idaho,B. shopping mall,C. big city,D. in town,E. new york
254,3,Where is a good place to get a ball?,ball,A. kitchen,B. child's hand,C. street,D. toy store,E. soccer game
255,1,What common chemical reaction is often used as a heat source?,heat source,A. coal or wood,B. fire,C. lava,D. house,E. solar energy
256,1,Where could you put a dollar that would make it hard to get out without breaking?,dollar,A. cash drawer,B. piggy bank,C. purse,D. box,E. pocket
257,4,"I'm at a restaurant ans want a glass of milk, how do I find out if they serve that?",glass of milk,A. accompaniment to meal,B. waitress,C. cafeteria,D. home,E. menu
258,1,What could contain no more than around 100 people?,people,A. apartment,B. classroom,C. buildings,D. car,E. audience
259,2,"John joined the army because he wanted to see the world.  When the fighting started, he only saw what sort of things?",army,A. fort,B. orphans,C. battlefield,D. other countries,E. war
260,4,where do children play a game?,game,A. toy store,B. bar,C. casino,D. table,E. family room
261,3,What could happen after driving car that does not involve pain?,driving car,A. automobile accidents,B. backache,C. eye strain,D. getting tired,E. car crash
262,1,In what place could you find air that has been breathed by only a few people recently?,air,A. train station,B. house,C. cupboard,D. cricket stadium,E. surface of earth
263,0,what happens to a company when it is bankrupt?,company,A. liquidated,B. own resources,C. branch out,D. commit crime,E. game over
264,0,Blood isn't usually spilled during what sport that doesn't allow the use of hands?,blood,A. soccer game,B. capillaries,C. ball,D. animals,E. person
265,4,"The dog ran to the front window and barked, this is because of a presence at the what?",window,A. building,B. friend's house,C. classroom,D. window,E. front door
266,0,Where would you find a sign with some people lined up next to it?,sign,A. bus stop,B. street corner,C. roadblock,D. fast food drive thru,E. city
267,3,Sometimes it felt like being able to pay bills was the only reason he was actively what?,pay bills,A. pay debts,B. make money,C. having money,D. making money,E. keep house
268,1,John just made first violin.  This is  is a position on what?,first violin,A. violin case,B. symphony orchestra,C. class,D. learning to play violin,E. music store
269,2,Where can someone keep a digital file?,file,A. suitcase,B. filing cabinet,C. computer,D. desk drawer,E. cloud
270,0,What appliance uses water and soap?,water,A. washing machine,B. space shuttle,C. blender,D. disneyland,E. surface of earth
271,4,"I am looking to buy honey right from an apiary, where should I go?",honey,A. jar,B. stick to fingers,C. beehive,D. stick to fingers,E. farmer's market
272,4,Where would someone likely bring an attache case?,attache case,A. overhead compartment,B. chair,C. hospital,D. in shirt,E. business meeting
273,3,"i like to examine different things,why do books the chapters on the back",curiosity,A. examine thing,B. go somewhere,C. knit,D. read book,E. see particular program
274,1,"The whole family was playing cards, they were full of joy and what?",playing cards,A. sadness,B. happiness,C. amusement,D. losing money,E. anger
275,0,Jimmy wanted a beer but his wife was an alcoholic on probation.  Where might he go?,alcoholic,A. neighbor's house,B. bridge,C. home,D. homeless shelter,E. prison
276,0,What country has with the capital of Amsterdam has a Fortis bank?,fortis,A. netherlands,B. utrecht,C. brussels,D. belgium,E. denmark
277,4,What building has a ot of glue bottles?,glue,A. art room,B. police station,C. classroom,D. desk drawer,E. school
278,2,"The king was to meet an ambassador, where would the meet?",king,A. court,B. dinning room,C. throne room,D. monarchy,E. castle
279,0,Where do kids play with a ball that is concrete?,ball,A. street,B. soccer field,C. soccer game,D. central park,E. pool table
280,4,Diving off a cliff for a cartoon character often ends in comedic what?,diving,A. exhilaration,B. dismemberment,C. spinal injuries,D. getting wet,E. splats
281,1,Jimmy didn't like going to the party.  It seemed like the guys there did nothing but what?,going to party,A. dance,B. getting drunk,C. meet new people,D. having fun,E. have fun
282,4,Where does a person need to get when they have more kids?,person,A. compliments,B. understand themselves,C. life partner,D. second chances,E. larger house
283,0,Where would a special ficus be found?,ficus,A. botanical garden,B. doctor's office,C. in a sea,D. public place,E. arboretum
284,1,"James is apply for a job that he really wants. He knows that it will be a good fit and he has experience, but he doesn't have all the qualifications that they're asking for, so he's worried about what?",applying for job,A. acceptance,B. rejection,C. hope,D. less sleep,E. employment
