,Unnamed: 0,annotator_labels,captionID,gold_label,pairID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse
3380,3380,['entailment'],2273105617.jpg#3,entailment,2273105617.jpg#3r1e,The lady on the porch is wearing a brown jacket.,( ( ( The lady ) ( on ( the porch ) ) ) ( ( is ( wearing ( a ( brown jacket ) ) ) ) . ) ),(ROOT (S (NP (NP (DT The) (NN lady)) (PP (IN on) (NP (DT the) (NN porch)))) (VP (VBZ is) (VP (VBG wearing) (NP (DT a) (JJ brown) (NN jacket)))) (. .))),"A woman is wearing a heavy coat,standing on the patio.","( ( A woman ) ( ( is ( ( ( wearing ( a ( heavy coat ) ) ) , ) ( standing ( on ( the patio ) ) ) ) ) . ) )","(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ is) (VP (VP (VBG wearing) (NP (DT a) (JJ heavy) (NN coat))) (, ,) (VP (VBG standing) (PP (IN on) (NP (DT the) (NN patio)))))) (. .)))"
259,259,['neutral'],3691765410.jpg#0,neutral,3691765410.jpg#0r2n,"A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.","( ( ( A man ) ( with ( a beard ) ) ) ( , ( ( ( ( ( wearing ( a ( red shirt ) ) ) ( with ( gray ( sleeves ( and ( work gloves ) ) ) ) ) ) , ) ( pulling ( on ( a rope ) ) ) ) . ) ) )","(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (NN beard)))) (, ,) (VP (VP (VBG wearing) (NP (DT a) (JJ red) (NN shirt)) (PP (IN with) (NP (JJ gray) (NNS sleeves) (CC and) (NN work) (NNS gloves)))) (, ,) (VP (VBG pulling) (PP (IN on) (NP (DT a) (NN rope))))) (. .)))",A man is dragging a sled behind him.,( ( A man ) ( ( is ( ( dragging ( a sled ) ) ( behind him ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG dragging) (NP (DT a) (NN sled)) (PP (IN behind) (NP (PRP him))))) (. .)))
2908,2908,['neutral'],2953015871.jpg#4,neutral,2953015871.jpg#4r1n,A dog rolls on his back.,( ( A dog ) ( ( rolls ( on ( his back ) ) ) . ) ),(ROOT (S (NP (DT A) (NN dog)) (VP (VBZ rolls) (PP (IN on) (NP (PRP$ his) (NN back)))) (. .))),The dog is scratching his back.,( ( The dog ) ( ( is ( scratching ( his back ) ) ) . ) ),(ROOT (S (NP (DT The) (NN dog)) (VP (VBZ is) (VP (VBG scratching) (NP (PRP$ his) (NN back)))) (. .)))
15,15,['neutral'],4804607632.jpg#2,neutral,4804607632.jpg#2r1n,"A few people in a restaurant setting, one of them is drinking orange juice.","( ( ( A ( few people ) ) ( in ( ( ( a ( restaurant setting ) ) , ) ( one ( of them ) ) ) ) ) ( ( is ( drinking ( orange juice ) ) ) . ) )","(ROOT (S (NP (NP (DT A) (JJ few) (NNS people)) (PP (IN in) (NP (NP (DT a) (NN restaurant) (NN setting)) (, ,) (NP (NP (CD one)) (PP (IN of) (NP (PRP them))))))) (VP (VBZ is) (VP (VBG drinking) (NP (JJ orange) (NN juice)))) (. .)))",The people are eating omelettes.,( ( The people ) ( ( are ( eating omelettes ) ) . ) ),(ROOT (S (NP (DT The) (NNS people)) (VP (VBP are) (VP (VBG eating) (NP (NNS omelettes)))) (. .)))
143,143,['contradiction'],2848418175.jpg#3,contradiction,2848418175.jpg#3r1c,A white horse is pulling a cart while a man stands and watches.,( ( A ( white horse ) ) ( ( is ( ( pulling ( a cart ) ) ( while ( ( a man ) ( ( stands and ) watches ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ white) (NN horse)) (VP (VBZ is) (VP (VBG pulling) (NP (DT a) (NN cart)) (SBAR (IN while) (S (NP (DT a) (NN man)) (VP (VP (VBZ stands)) (CC and) (VP (VBZ watches))))))) (. .))),A man is watching a horse race.,( ( A man ) ( ( is ( watching ( a ( horse race ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG watching) (NP (DT a) (NN horse) (NN race)))) (. .)))
2057,2057,['neutral'],2714699748.jpg#4,neutral,2714699748.jpg#4r1n,two dogs wrestle.,( ( two dogs ) ( wrestle . ) ),(ROOT (S (NP (CD two) (NNS dogs)) (VP (VB wrestle)) (. .))),Two dogs playing together.,( ( ( Two dogs ) ( playing together ) ) . ),(ROOT (NP (NP (CD Two) (NNS dogs)) (VP (VBG playing) (ADVP (RB together))) (. .)))
1514,1514,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",2503250992.jpg#0,contradiction,2503250992.jpg#0r1c,"A man is sitting with his head facing down, while other people are looking in his direction.","( ( A man ) ( ( is ( ( sitting ( with ( his head ) ) ) ( ( ( facing down ) , ) ( while ( ( other people ) ( are ( looking ( in ( his direction ) ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG sitting) (PP (IN with) (NP (PRP$ his) (NN head))) (S (VP (VBG facing) (PRT (RP down)) (, ,) (SBAR (IN while) (S (NP (JJ other) (NNS people)) (VP (VBP are) (VP (VBG looking) (PP (IN in) (NP (PRP$ his) (NN direction))))))))))) (. .)))",The man is staring everyone down.,( ( The man ) ( ( is ( ( staring everyone ) down ) ) . ) ),(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (VP (VBG staring) (NP (NN everyone)) (PRT (RP down)))) (. .)))
635,635,['neutral'],4713654516.jpg#1,neutral,4713654516.jpg#1r1n,A man in blue shorts and without a shirt is jogging down the road while listening to his iPod.,( ( ( A man ) ( ( ( in ( blue shorts ) ) and ) ( without ( a shirt ) ) ) ) ( ( is ( ( ( jogging down ) ( the road ) ) ( while ( listening ( to ( his iPod ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (PP (IN in) (NP (JJ blue) (NNS shorts))) (CC and) (PP (IN without) (NP (DT a) (NN shirt))))) (VP (VBZ is) (VP (VBG jogging) (PRT (RP down)) (NP (DT the) (NN road)) (PP (IN while) (S (VP (VBG listening) (PP (TO to) (NP (PRP$ his) (NN iPod)))))))) (. .))),The man is wearing headphones.,( ( The man ) ( ( is ( wearing headphones ) ) . ) ),(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (VP (VBG wearing) (NP (NNS headphones)))) (. .)))
2382,2382,['neutral'],6474564205.jpg#1,neutral,6474564205.jpg#1r1n,Three basketball commentators are talking while standing on the sidelines.,( ( Three ( basketball commentators ) ) ( ( are ( talking ( while ( standing ( on ( the sidelines ) ) ) ) ) ) . ) ),(ROOT (S (NP (CD Three) (NN basketball) (NNS commentators)) (VP (VBP are) (VP (VBG talking) (PP (IN while) (S (VP (VBG standing) (PP (IN on) (NP (DT the) (NNS sidelines)))))))) (. .))),Three basketball commentators are yelling,( ( Three ( basketball commentators ) ) ( are yelling ) ),(ROOT (S (NP (CD Three) (NN basketball) (NNS commentators)) (VP (VBP are) (VP (VBG yelling)))))
3616,3616,['entailment'],5054184499.jpg#2,entailment,5054184499.jpg#2r5e,A little girl walking down a dirt road behind a group of other walkers.,( ( ( A ( little girl ) ) ( ( ( walking down ) ( a ( dirt road ) ) ) ( behind ( ( a group ) ( of ( other walkers ) ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (JJ little) (NN girl)) (VP (VBG walking) (PRT (RP down)) (NP (DT a) (NN dirt) (NN road)) (PP (IN behind) (NP (NP (DT a) (NN group)) (PP (IN of) (NP (JJ other) (NNS walkers)))))) (. .))),The girl is not at the head of the pack of people.,( ( The girl ) ( ( ( is not ) ( at ( ( the head ) ( of ( ( the pack ) ( of people ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN girl)) (VP (VBZ is) (RB not) (PP (IN at) (NP (NP (DT the) (NN head)) (PP (IN of) (NP (NP (DT the) (NN pack)) (PP (IN of) (NP (NNS people)))))))) (. .)))
1186,1186,['neutral'],97162852.jpg#1,neutral,97162852.jpg#1r1n,Hispanic woman wearing a red plaid shirt works on sewing an article of clothing.,( ( ( Hispanic woman ) ( wearing ( a ( red ( plaid shirt ) ) ) ) ) ( ( works ( on ( sewing ( ( an article ) ( of clothing ) ) ) ) ) . ) ),(ROOT (S (NP (NP (JJ Hispanic) (NN woman)) (VP (VBG wearing) (NP (DT a) (JJ red) (JJ plaid) (NN shirt)))) (VP (VBZ works) (PP (IN on) (S (VP (VBG sewing) (NP (NP (DT an) (NN article)) (PP (IN of) (NP (NN clothing)))))))) (. .))),Woman wearing a shirt sewing some jeans.,( ( Woman ( wearing ( a shirt ) ) ) ( ( sewing ( some jeans ) ) . ) ),(ROOT (S (NP (NP (NNP Woman)) (VP (VBG wearing) (NP (DT a) (NN shirt)))) (VP (VBD sewing) (NP (DT some) (NNS jeans))) (. .)))
4284,4284,"['neutral', 'neutral', 'neutral', 'neutral', 'contradiction']",5657272299.jpg#1,neutral,5657272299.jpg#1r1n,A woman dressed in all black and wearing a headset makes a coffee drink.,( ( ( A woman ) ( ( ( dressed ( in ( all black ) ) ) and ) ( wearing ( a headset ) ) ) ) ( ( makes ( a ( coffee drink ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN woman)) (VP (VP (VBN dressed) (PP (IN in) (NP (DT all) (JJ black)))) (CC and) (VP (VBG wearing) (NP (DT a) (NN headset))))) (VP (VBZ makes) (NP (DT a) (NN coffee) (NN drink))) (. .))),The woman has blond hair.,( ( The woman ) ( ( has ( blond hair ) ) . ) ),(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ has) (NP (JJ blond) (NN hair))) (. .)))
1672,1672,['neutral'],111285749.jpg#1,neutral,111285749.jpg#1r1n,A person is hanging up pictures of women with a few onlookers watching surrounded by bikes.,( ( A person ) ( ( is ( ( ( hanging up ) ( pictures ( of women ) ) ) ( with ( ( a ( few onlookers ) ) ( watching ( surrounded ( by bikes ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN person)) (VP (VBZ is) (VP (VBG hanging) (PRT (RP up)) (NP (NP (NNS pictures)) (PP (IN of) (NP (NNS women)))) (PP (IN with) (NP (NP (DT a) (JJ few) (NNS onlookers)) (VP (VBG watching) (S (VP (VBN surrounded) (PP (IN by) (NP (NNS bikes)))))))))) (. .))),A man is hanging paintings of women for an art gallery in a museum.,( ( A man ) ( ( is ( hanging ( paintings ( of ( women ( for ( ( an ( art gallery ) ) ( in ( a museum ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG hanging) (NP (NP (NNS paintings)) (PP (IN of) (NP (NP (NNS women)) (PP (IN for) (NP (NP (DT an) (NN art) (NN gallery)) (PP (IN in) (NP (DT a) (NN museum)))))))))) (. .)))
2168,2168,['entailment'],1321651400.jpg#2,entailment,1321651400.jpg#2r4e,A woman is holding a bird while sitting in a flowering tree.,( ( A woman ) ( ( is ( ( holding ( a bird ) ) ( while ( sitting ( in ( a ( flowering tree ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ is) (VP (VBG holding) (NP (DT a) (NN bird)) (PP (IN while) (S (VP (VBG sitting) (PP (IN in) (NP (DT a) (NN flowering) (NN tree)))))))) (. .))),The woman is older than 15.,( ( The woman ) ( ( is ( older ( than 15 ) ) ) . ) ),(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (ADJP (ADJP (JJR older)) (PP (IN than) (NP (CD 15))))) (. .)))
4609,4609,['neutral'],3724759125.jpg#1,neutral,3724759125.jpg#1r5n,A young fair-skinned boy rides a play horse at a playground.,( ( A ( young ( fair-skinned boy ) ) ) ( ( ( rides ( a ( play horse ) ) ) ( at ( a playground ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ young) (JJ fair-skinned) (NN boy)) (VP (VBD rides) (NP (DT a) (NN play) (NN horse)) (PP (IN at) (NP (DT a) (NN playground)))) (. .))),There is a young boy riding a blue and white play horse at a playground.,( There ( ( is ( ( a ( young boy ) ) ( riding ( ( a ( ( ( blue and ) white ) ( play horse ) ) ) ( at ( a playground ) ) ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT a) (JJ young) (NN boy)) (VP (VBG riding) (NP (NP (DT a) (ADJP (JJ blue) (CC and) (JJ white)) (NN play) (NN horse)) (PP (IN at) (NP (DT a) (NN playground))))))) (. .)))
3237,3237,['neutral'],613900608.jpg#4,neutral,613900608.jpg#4r1n,Female street entertainer with horns doing a curtsey.,( ( Female street ) ( ( entertainer ( with ( horns ( doing ( a curtsey ) ) ) ) ) . ) ),(ROOT (S (NP (JJ Female) (NN street)) (VP (VBP entertainer) (PP (IN with) (NP (NP (NNS horns)) (VP (VBG doing) (NP (DT a) (NN curtsey)))))) (. .))),The people are watching her.,( ( The people ) ( ( are ( watching her ) ) . ) ),(ROOT (S (NP (DT The) (NNS people)) (VP (VBP are) (VP (VBG watching) (NP (PRP her)))) (. .)))
897,897,['contradiction'],4473826637.jpg#1,contradiction,4473826637.jpg#1r1c,A man and woman are walking down the street holding hands.,( ( A ( ( man and ) woman ) ) ( ( are ( ( walking down ) ( ( the street ) ( holding hands ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man) (CC and) (NN woman)) (VP (VBP are) (VP (VBG walking) (PRT (RP down)) (NP (NP (DT the) (NN street)) (VP (VBG holding) (NP (NNS hands)))))) (. .))),A man and woman are walking down opposite sides of the street.,( ( A ( ( man and ) woman ) ) ( ( are ( ( walking down ) ( ( opposite sides ) ( of ( the street ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man) (CC and) (NN woman)) (VP (VBP are) (VP (VBG walking) (PRT (RP down)) (NP (NP (JJ opposite) (NNS sides)) (PP (IN of) (NP (DT the) (NN street)))))) (. .)))
2691,2691,['neutral'],2557998845.jpg#4,neutral,2557998845.jpg#4r1n,Man serving a customer from a vegetable stand.,( ( Man ( ( serving ( a customer ) ) ( from ( a vegetable ) ) ) ) ( stand . ) ),(ROOT (S (NP (NP (NNP Man)) (VP (VBG serving) (NP (DT a) (NN customer)) (PP (IN from) (NP (DT a) (NN vegetable))))) (VP (VBP stand)) (. .))),The man is serving salad.,( ( The man ) ( ( is ( serving salad ) ) . ) ),(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (VP (VBG serving) (NP (NN salad)))) (. .)))
4645,4645,"['neutral', 'neutral', 'contradiction', 'neutral', 'neutral']",4850734257.jpg#4,neutral,4850734257.jpg#4r1n,A young child is carrying a paddle.,( ( A ( young child ) ) ( ( is ( carrying ( a paddle ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ young) (NN child)) (VP (VBZ is) (VP (VBG carrying) (NP (DT a) (NN paddle)))) (. .))),A child stealing a paddle.,( ( ( A child ) ( stealing ( a paddle ) ) ) . ),(ROOT (NP (NP (DT A) (NN child)) (VP (VBG stealing) (NP (DT a) (NN paddle))) (. .)))
4747,4747,['neutral'],2539603374.jpg#4,neutral,2539603374.jpg#4r1n,A wedding party taking pictures.,( ( ( A ( wedding party ) ) ( taking pictures ) ) . ),(ROOT (NP (NP (DT A) (NN wedding) (NN party)) (VP (VBG taking) (NP (NNS pictures))) (. .))),The wedding was outdoors,( ( The wedding ) ( was outdoors ) ),(ROOT (S (NP (DT The) (NN wedding)) (VP (VBD was) (ADVP (RB outdoors)))))
1357,1357,['neutral'],4689266358.jpg#1,neutral,4689266358.jpg#1r1n,There are cars driving down a street with a sign displaying Welcome to Golden.,( There ( ( are ( cars ( ( ( driving down ) ( a street ) ) ( with ( ( a sign ) ( ( displaying Welcome ) ( to Golden ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBP are) (NP (NP (NNS cars)) (VP (VBG driving) (PRT (RP down)) (NP (DT a) (NN street)) (PP (IN with) (S (NP (DT a) (NN sign)) (VP (VBG displaying) (INTJ (UH Welcome)) (PP (TO to) (NP (NNP Golden))))))))) (. .))),The cars are green.,( ( The cars ) ( ( are green ) . ) ),(ROOT (S (NP (DT The) (NNS cars)) (VP (VBP are) (ADJP (JJ green))) (. .)))
4220,4220,['neutral'],256698336.jpg#1,neutral,256698336.jpg#1r1n,A man with a hand injury is walking with a cane in a park.,( ( ( A man ) ( with ( a ( hand injury ) ) ) ) ( ( is ( walking ( with ( ( a cane ) ( in ( a park ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (NN hand) (NN injury)))) (VP (VBZ is) (VP (VBG walking) (PP (IN with) (NP (NP (DT a) (NN cane)) (PP (IN in) (NP (DT a) (NN park))))))) (. .))),An injured man is taking a walk.,( ( An ( injured man ) ) ( ( is ( taking ( a walk ) ) ) . ) ),(ROOT (S (NP (DT An) (JJ injured) (NN man)) (VP (VBZ is) (VP (VBG taking) (NP (DT a) (NN walk)))) (. .)))
4861,4861,['neutral'],7974529704.jpg#3,neutral,7974529704.jpg#3r1n,Someone is riding a bright green dirt bike through the grass.,( Someone ( ( is ( ( riding ( a ( bright ( green ( dirt bike ) ) ) ) ) ( through ( the grass ) ) ) ) . ) ),(ROOT (S (NP (NN Someone)) (VP (VBZ is) (VP (VBG riding) (NP (DT a) (JJ bright) (JJ green) (NN dirt) (NN bike)) (PP (IN through) (NP (DT the) (NN grass))))) (. .))),A woman on a green bike goes through the grass,( ( ( A woman ) ( on ( a ( green bike ) ) ) ) ( goes ( through ( the grass ) ) ) ),(ROOT (S (NP (NP (DT A) (NN woman)) (PP (IN on) (NP (DT a) (JJ green) (NN bike)))) (VP (VBZ goes) (PP (IN through) (NP (DT the) (NN grass))))))
3303,3303,['neutral'],5914327.jpg#4,neutral,5914327.jpg#4r1n,Three men work at a construction site.,( ( Three men ) ( ( work ( at ( a ( construction site ) ) ) ) . ) ),(ROOT (S (NP (CD Three) (NNS men)) (VP (VBP work) (PP (IN at) (NP (DT a) (NN construction) (NN site)))) (. .))),Three men working,( ( Three men ) working ),(ROOT (ADJP (NP (CD Three) (NNS men)) (JJ working)))
195,195,['entailment'],1148238960.jpg#3,entailment,1148238960.jpg#3r4e,People waiting at a light on bikes.,( ( People ( waiting ( at ( ( a light ) ( on bikes ) ) ) ) ) . ),(ROOT (NP (NP (NNS People)) (VP (VBG waiting) (PP (IN at) (NP (NP (DT a) (NN light)) (PP (IN on) (NP (NNS bikes)))))) (. .))),Men and women outside on a street corner.,( ( ( ( Men and ) women ) ( outside ( on ( a ( street corner ) ) ) ) ) . ),(ROOT (NP (NP (NNS Men) (CC and) (NNS women)) (PP (JJ outside) (IN on) (NP (DT a) (NN street) (NN corner))) (. .)))
2527,2527,['contradiction'],267593659.jpg#1,contradiction,267593659.jpg#1r3c,Two men in baseball hats and bright yellow shirts work behind a fence.,( ( ( Two men ) ( in ( ( ( baseball hats ) and ) ( bright ( yellow shirts ) ) ) ) ) ( ( work ( behind ( a fence ) ) ) . ) ),(ROOT (S (NP (NP (CD Two) (NNS men)) (PP (IN in) (NP (NP (NN baseball) (NNS hats)) (CC and) (NP (JJ bright) (JJ yellow) (NNS shirts))))) (VP (VBP work) (PP (IN behind) (NP (DT a) (NN fence)))) (. .))),Two men are standing on top of a fence.,( ( Two men ) ( ( are ( standing ( on ( top ( of ( a fence ) ) ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS men)) (VP (VBP are) (VP (VBG standing) (PP (IN on) (NP (NP (NN top)) (PP (IN of) (NP (DT a) (NN fence))))))) (. .)))
1941,1941,['contradiction'],488408004.jpg#4,contradiction,488408004.jpg#4r1c,A little boy with a blue jacket is making a sour face at the camera.,( ( ( A ( little boy ) ) ( with ( a ( blue jacket ) ) ) ) ( ( is ( ( making ( a ( sour face ) ) ) ( at ( the camera ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ little) (NN boy)) (PP (IN with) (NP (DT a) (JJ blue) (NN jacket)))) (VP (VBZ is) (VP (VBG making) (NP (DT a) (JJ sour) (NN face)) (PP (IN at) (NP (DT the) (NN camera))))) (. .))),The boy is smiling broadly.,( ( The boy ) ( ( is ( smiling broadly ) ) . ) ),(ROOT (S (NP (DT The) (NN boy)) (VP (VBZ is) (VP (VBG smiling) (ADVP (RB broadly)))) (. .)))
2010,2010,['neutral'],1597557856.jpg#0,neutral,1597557856.jpg#0r4n,A golden retriever is excitedly greeting a woman as a little dog walks towards the camera.,( ( A ( golden retriever ) ) ( ( ( is excitedly ) ( ( greeting ( a woman ) ) ( as ( ( a ( little dog ) ) ( walks ( towards ( the camera ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ golden) (NN retriever)) (VP (VBZ is) (ADVP (RB excitedly)) (VP (VBG greeting) (NP (DT a) (NN woman)) (SBAR (IN as) (S (NP (DT a) (JJ little) (NN dog)) (VP (VBZ walks) (PP (IN towards) (NP (DT the) (NN camera)))))))) (. .))),The woman is in a pink dress.,( ( The woman ) ( ( is ( in ( a ( pink dress ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (PP (IN in) (NP (DT a) (JJ pink) (NN dress)))) (. .)))
4117,4117,['contradiction'],3112964916.jpg#0,contradiction,3112964916.jpg#0r1c,"A male chief in a restaurant kitchen, with a black hat on and a frying pain in his left hand, pouring the contents in the pain into bowels.","( ( ( ( ( ( ( ( ( ( A ( male chief ) ) ( in ( a ( restaurant kitchen ) ) ) ) , ) ( with ( ( a ( black hat ) ) on ) ) ) and ) ( ( a ( frying pain ) ) ( in ( his ( left hand ) ) ) ) ) , ) ( pouring ( ( the contents ) ( in ( the pain ) ) ) ) ) ( into bowels ) ) . )","(ROOT (NP (NP (NP (DT A) (JJ male) (NN chief)) (PP (IN in) (NP (DT a) (NN restaurant) (NN kitchen))) (, ,) (PP (IN with) (NP (NP (DT a) (JJ black) (NN hat)) (PP (IN on))))) (CC and) (NP (NP (DT a) (VBG frying) (NN pain)) (PP (IN in) (NP (PRP$ his) (JJ left) (NN hand)))) (, ,) (VP (VBG pouring) (NP (NP (DT the) (NNS contents)) (PP (IN in) (NP (DT the) (NN pain))))) (PP (IN into) (NP (NNS bowels))) (. .)))",A female chief in a kitchen.,( ( ( A ( female chief ) ) ( in ( a kitchen ) ) ) . ),(ROOT (NP (NP (DT A) (JJ female) (NN chief)) (PP (IN in) (NP (DT a) (NN kitchen))) (. .)))
3120,3120,['neutral'],3776091206.jpg#1,neutral,3776091206.jpg#1r1n,A man wearing cutoff jeans and green sneakers sits with one leg crossed across the other one.,( ( ( A man ) ( wearing ( ( ( cutoff jeans ) and ) ( green sneakers ) ) ) ) ( ( sits ( with ( ( one leg ) ( crossed ( across ( the ( other one ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (VP (VBG wearing) (NP (NP (NN cutoff) (NNS jeans)) (CC and) (NP (JJ green) (NNS sneakers))))) (VP (VBZ sits) (PP (IN with) (NP (NP (CD one) (NN leg)) (VP (VBN crossed) (PP (IN across) (NP (DT the) (JJ other) (NN one))))))) (. .))),A man is wearing sunglasses.,( ( A man ) ( ( is ( wearing sunglasses ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG wearing) (NP (NNS sunglasses)))) (. .)))
1526,1526,['contradiction'],3375014075.jpg#0,contradiction,3375014075.jpg#0r4c,"Outside by the trees, a woman wearing jeans and red jacket throws something for a German shepherd to chase.","( ( Outside ( by ( the trees ) ) ) ( , ( ( ( a woman ) ( wearing ( ( jeans and ) ( red jacket ) ) ) ) ( ( ( throws ( something ( for ( a ( German shepherd ) ) ) ) ) ( to chase ) ) . ) ) ) )","(ROOT (S (PP (IN Outside) (PP (IN by) (NP (DT the) (NNS trees)))) (, ,) (NP (NP (DT a) (NN woman)) (VP (VBG wearing) (NP (NP (NNS jeans)) (CC and) (NP (JJ red) (NN jacket))))) (VP (VBZ throws) (NP (NP (NN something)) (PP (IN for) (NP (DT a) (JJ German) (NN shepherd)))) (S (VP (TO to) (VP (VB chase))))) (. .)))",A dog throws something for its woman.,( ( A dog ) ( ( throws ( something ( for ( its woman ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN dog)) (VP (VBZ throws) (NP (NP (NN something)) (PP (IN for) (NP (PRP$ its) (NN woman))))) (. .)))
