,Unnamed: 0,label,sent1,sent2,ending0,ending1,ending2,ending3,ending4
1151,1151,1,The cowboy was having fun atop the bull even though it was a what?,having fun,A. manual,B. wild ride,C. need for rest,D. playing marbles,E. hug
2629,2629,1,"I am at school and want a glass of milk, where do I look?",glass of milk,A. home,B. cafeteria,C. under the cow.,D. menu,E. accompaniment to meal
3915,3915,2,which door with lock regularly holds cars?,door with lock,A. house,B. autolock,C. garage,D. file cabinet,E. safe
1817,1817,2,"Simon brought his computer to up the stairs, through his door, and set it up by the sofa.  Where did he take the computer?",computer,A. classroom,B. to park,C. apartment,D. school,E. demonstration
774,774,0,What is KFC who serves chicken?,chicken,A. fast food restaurant,B. plate,C. bowl,D. freezer,E. oven
2716,2716,4,"At what institution can you learn about a shark, a whale, or a dolphin?",shark,A. bad movie,B. pool hall,C. bathtub,D. outside,E. marine museum
4655,4655,1,What did the children do out in the field?,children,A. hear stories,B. play ball,C. watch tv,D. play with toys,E. carouse
2018,2018,0,If you say farewell to a group of children what gesture might they make?,children,A. wave goodbye,B. rub their head,C. experience fear,D. watch television,E. spring into action
4162,4162,0,"Unlike Mars and all its dust, what is full of all sorts of features from soil and rock to water and grass?",dust,A. surface of earth,B. library,C. potato,D. most buildings,E. desktop
4682,4682,2,What are most people trying to do when going on vacation?,going on vacation,A. panic,B. debate,C. having fun,D. debt,E. peace
1112,1112,0,When meeting a friend what are you likely to do over coffee?,meeting friend,A. talk,B. excitement,C. joy,D. abuse,E. panic
2990,2990,3,"When you play chess and work hard to improve at it, and finally have it pay off you will feel what?",play chess,A. smart,B. have fun,C. made,D. satisfaction,E. superior
3224,3224,1,When you are eating a meal you normally place a cup on this.,cup,A. dishwasher,B. table,C. shelf,D. coaster,E. closet
426,426,3,"while luck plays a big role, every person who is great at something has focus and what to it?",person,A. hatred,B. surprised,C. compliments,D. dedication,E. solutions
1665,1665,0,Where could a human run to hide if someone was chasing them in the midwest?,human,A. cornfield,B. workplace,C. restroom,D. star trek,E. space
2766,2766,1,She always wanted to live in a brick row house in what foggy country?,brick row house,A. city center,B. england,C. cheap living,D. ghetto,E. jars
2343,2343,0,If a beautiful person sprays you with a hose what will you be?,beautiful,A. wet,B. cold,C. dull,D. bad,E. rainy
4375,4375,3,"If you're fiddling with a slippery object, what are you likely to do?",fiddling,A. make music,B. bluegrass music,C. folk,D. drop,E. discovery
199,199,0,"They checked the weather one more time during the flight, they were on their way to paradise and wanted it to what?",weather,A. look beautiful,B. be happy,C. change quickly,D. occur here,E. surprise us
1937,1937,4,Where might a tabby cat be most happy?,tabby cat,A. alley,B. lap,C. cellar,D. street,E. home
2769,2769,4,Where might you use a bus to get around?,bus,A. michigan,B. computer,C. ocean,D. new york,E. city
2948,2948,2,"She had worked hard her whole life saving money, featuring her dream entrance hall she bought a new what?",entrance hall,A. hat rack,B. school,C. large home,D. palace,E. gateway
297,297,0,Where will a bullet projectile be found during a war?,projectile,A. battle field,B. museum,C. weapon,D. canon,E. tornado
3732,3732,3,What would you read about an apple tree in?,apple tree,A. new york,B. cat in the hat,C. spain,D. bible,E. ohio
656,656,4,A government seeks what over it's people?,government,A. country,B. trouble,C. city,D. sun,E. control
4461,4461,3,"A person and his friends had a wonderful weekend trip, what did they create together that will last a lifetime?",person,A. know truth,B. own house,C. friendship braclets,D. wonderful memories,E. intelligent children
2192,2192,2,"The electricity went out and nobody could see or hear the band, what was being attempted?",electricity,A. building,B. bedroom,C. concert,D. opera,E. church
4816,4816,3,Before getting the refined mineral you begin with collecting and mining the what?,mineral,A. earth,B. multivitamin,C. mineral,D. ore,E. dietary concerns
4209,4209,4,"Van Gogh fretted over his painting because it appeared different, what was he scared of?",painting,A. chickens,B. slashes,C. great relief,D. beauty,E. new look
2971,2971,0,What do you need to do to keep a surprise party a surprise?,surprise,A. keep secret,B. laugh,C. enjoy,D. scare,E. send flowers
1308,1308,2,People use a knife to clean their catch on what vessel?,knife,A. table,B. kitchen drawer,C. fishing boat,D. pocket,E. board
845,845,1,Society cannot exist without numbers.   They only rise up in what sort of spaces?,society,A. population,B. populated area,C. create government,D. group of people,E. make person sick
4384,4384,0,"John took his place at the table, along with the others.  What might they have been doing?",table,A. meeting,B. construction,C. kitchen,D. internet cafe,E. building
4890,4890,2,What do dogs need to be happy?,dog,A. walked,B. guard house,C. affection,D. roll over,E. go outside
1071,1071,0,A person doesn't have to keep going to school to what?,person,A. continue learning,B. talk to himself,C. cast shadow,D. go broke,E. cross street
2706,2706,4,A bus line is an example of a public what?,line,A. electromagnetic spectrum,B. difnner,C. stanza,D. add information on spreadsheet,E. transportation system
4397,4397,3,"They had checked out the shipwreck with robotic ones, but now it was time to send a human down in a what?",human,A. rowboat,B. chair,C. school,D. submarine,E. internet cafe
3720,3720,0,On what device can you watch a program without leaving your home?,program,A. television,B. microwave,C. concert,D. theater,E. opera
4138,4138,4,If you are setting up folding chairs before a sermon where are you?,folding chair,A. room,B. school,C. auditorium,D. party,E. church
2391,2391,3,"If a person accidentally harms another person, what happens to them?",person,A. live happily,B. work at home,C. catch cold,D. feel ashamed,E. throw a party
4492,4492,0,What do humans often do while they're asleep?,human,A. dream dreams,B. think critically,C. drink coffee,D. cross road,E. earn money
2659,2659,2,What is someone who wants a lot of money?,people,A. selfish,B. weird,C. greedy,D. ridiculous,E. hungry
2893,2893,3,Where do you get your teeth drill?,drill,A. garage,B. army,C. basement,D. dentist office,E. repair shop
2386,2386,1,He leaned the beam over the flooded gap to create a makeshift what?,beam,A. warehouse,B. bridge,C. metal shop,D. shop,E. new construction
3004,3004,0,Who takes forever to pass a bill?,bill,A. congress,B. wallet,C. restaurant,D. mail box,E. presidents
871,871,3,Where is one likely to hear a harpsichord?,harpsichord,A. make noise,B. band,C. museum,D. concert hall,E. rubber band
3876,3876,3,An over-heated snake will hide where in a house?,snake,A. bedroom,B. tropical forest,C. oklahoma,D. basement,E. river
3637,3637,2,"The person sees the messy house that was clean earlier that day, what was the reaction?",person,A. thank god,B. travel to europe,C. feel upset,D. happy,E. spring into action
1794,1794,0,Driving is the most popular form of personal what?,driving,A. transportation,B. traffic jams,C. moving,D. status,E. traffic accident
1417,1417,2,Where would you go to argue about important bills?,bill,A. mail box,B. the post office,C. congress,D. restaurant,E. trash
2171,2171,0,Where do you have to fan yourself in public watching people run and throw balls?,fan,A. sports stadium,B. sauna,C. living room,D. appliance store,E. hot room
4669,4669,2,What place of worship often has a lot of candles?,candle,A. dark,B. shelf,C. church,D. birthday cake,E. bar
2901,2901,0,What does every human want with someone else?,human,A. healthy relationship,B. wet suit,C. moving car,D. school,E. fight
2140,2140,1,Where is liquor usually stored in a home?,liquor,A. fraternity house,B. cabinet,C. bar,D. soft drink,E. night stand
2736,2736,3,"Friends and family had been celebrating their marriage all day, but they were alone finally and it was time for some what?",celebrating,A. headaches,B. enjoyment,C. riots,D. intimacy,E. ocean
2502,2502,3,What do people feel in the winter?,people,A. use money,B. sick,C. pay bills,D. feel cold,E. become old
1547,1547,1,"The man needed representation for arbitration, and a professional decided on giving assistance, what are they trying to avoid?",giving assistance,A. death,B. law suits,C. out of pocket,D. feel loved,E. surgery
155,155,1,Where is likely to have a lot of fire extinguishers?,fire extinguisher,A. garage,B. hospital,C. boat,D. house,E. doll house
4751,4751,0,Where is a student likely to have a ring binder?,ring binder,A. school,B. notebook,C. book store,D. office,E. office supply store
3896,3896,3,"The book had deep meaning to the businessman, he always kept a copy of it beneath all his work in his what?",book,A. shoe box,B. suitcase,C. synagogue,D. briefcase,E. backpack
2664,2664,0,Where do you go to find people who are active in the same field as you?,people,A. conference,B. theater,C. supermarket,D. town,E. cinema
726,726,4,What type of water transportation is human powered?,human,A. turn away,B. let down,C. have to sleep,D. run,E. row boat
2853,2853,0,Where could you see a bone?,bone,A. museum,B. vertebrates,C. cow,D. texas,E. arm
3979,3979,1,What is a large group of human beings?,human,A. an infestation,B. civilisation,C. homes,D. graveyard,E. spacecraft
2993,2993,2,What is someone likely to feel after killing someone?,killing,A. horrible,B. funeral,C. remorse,D. going to jail,E. scared
4332,4332,4,"The bald eagle has been a protected species, this is in part due to a dwindling what?",bald eagle,A. nest,B. everglades,C. high places,D. in washington,E. natural habitat
1180,1180,4,"The crab was feeling cold in the water, where was he stuck?",crab,A. gulf of mexico,B. fridge freezer,C. fish market,D. grocery store,E. north sea
4083,4083,0,As he flipped through a yearbook he had fond memories of playing cornet in his what?,cornet,A. high school band,B. marching band,C. case,D. likes to day dream,E. museum
2847,2847,2,A divider is used to create cubicles in what space?,divider,A. notebook,B. kitchen,C. office suite,D. living room,E. math class
4346,4346,2,"It seemed the artist now spent more time dreaming than creating, it was as if was waiting for a random strike of what?",dreaming,A. car accident,B. nightmares,C. inspiration,D. wake up,E. hallucination
536,536,3,"He needed to check an electrical connection in the house, where did he look?",connection,A. telephone network,B. freeway,C. company,D. wall,E. airport
3492,3492,3,Where would a rosebush be most likely to die due to lack of water?,rosebush,A. canada,B. the desert,C. indiana,D. california,E. backyard
844,844,2,What would someone wear to protect themselves from a cannon?,cannon,A. ungulate,B. bomber,C. body armor,D. tank,E. hat
2248,2248,1,If a group of friends have gathered after reading a book they are likely about to have a what?,reading book,A. learn things,B. discussion,C. fit,D. learning,E. nightmares
681,681,0,What does god want people to do for money?,god,A. work in life,B. speak to people,C. everywhere,D. sitting ideal,E. care for people
