,Unnamed: 0,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
193,16812,lsmdc3007_A_THOUSAND_WORDS-3589,18611,"Someone holds up one hand, gives his car keys to the valet, then strides to his office building. Someone","Someone holds up one hand, gives his car keys to the valet, then strides to his office building.",Someone,gold,stands in the room.,", sergeant jeffreys into his own office.",follows someone into his office.,is the underside of the highway jam and he's determined to inspect it.,2
607,55332,lsmdc3020_DEAR_JOHN-9584,12489,Someone rides on board among the others. He,Someone rides on board among the others.,He,gold,stands in his kitchen and peeps.,gazes at passing trees.,arm someone the woman near.,slides up the stairs.,1
777,30395,lsmdc0010_Frau_Ohne_Gewissen-51430,423,"As people enter, the door to someone's private office is opened. From inside, someone","As people enter, the door to someone's private office is opened.","From inside, someone",gen,loads a label box into the safe and presents it to someone.,hurries into someone's room.,fidgets his weapon from a sofa and heads for someone's door.,walks into the ship.,2
560,31241,anetv_KFk4ZpyYeuE,3770,A small child is seen standing on the ground and begins boxing with another. The boy,A small child is seen standing on the ground and begins boxing with another.,The boy,gold,grabs an ice cream cone.,begins spinning around in the air while others watch and watch him.,then lays down down to the gym floor and extends his arm.,uses boxing gloves to hit a man in front of him also wearing gloves.,3
861,436,lsmdc1017_Bad_Santa-7630,6571,Someone follows him to the kitchen where he puts the hand under the tap. He,Someone follows him to the kitchen where he puts the hand under the tap.,He,gen,clicks the knob and goes through all the rooms underneath the swing.,washes soap on out.,"takes a lookout cigar from his pocket, then knocks over the broken goblets.",rubs it down self - consciously.,3
526,30581,lsmdc3077_THE_VOW-35479,10935,"Waking, he hurriedly sits up and rubs his face. She","Waking, he hurriedly sits up and rubs his face.",She,gen,turns the shower away.,is jumping in a bath.,stares into his eyes.,opens the cell doors and looks down.,3
137,38866,lsmdc3025_FLIGHT-12041,8514,Someone leans against his car in a parking lot. Someone,Someone leans against his car in a parking lot.,Someone,gold,watches as someone gives a bashful smile.,watches as someone looks around with a smile.,pours hot ice into his glass.,approaches in quick strides.,3
207,11742,anetv_UojTppgtyCE,12099,The man walks over to the outer edge of the melon plants and picks up a large vine in one hand then trims off leafs with the other hand. The man,The man walks over to the outer edge of the melon plants and picks up a large vine in one hand then trims off leafs with the other hand.,The man,gen,removes a gray tube attached to the chain.,lingers behind the wheel and gives a thumbs up.,sits back and twists and twists the leaves with a long string.,watches as the person backs away and turns it.,2
185,1075,lsmdc1017_Bad_Santa-7536,7986,Someone marches off into the night. Someone,Someone marches off into the night.,Someone,gold,hatchback pulls up to reveal someone boy in metropolitan principal's office.,sighs as he sinks down on a bed.,catches his breath and turns to someone.,checks the rearview mirror.,2
420,37333,lsmdc1024_Identity_Thief-82722,10176,"Giving someone else a weak wave, someone heads to his office and pauses and looks at his name placard on the glass door. He","Giving someone else a weak wave, someone heads to his office and pauses and looks at his name placard on the glass door.",He,gold,turns the corner and bares his narrow ears.,passes it and joins a conference - room meeting already in progress.,reaches in his pocket and takes out a spray can of someone's wallet.,"lifts a cigar, then stirs it.",1
649,67061,anetv_7NG6UrY2Foo,7741,A man is standing behind a bar with several bottles of drinks. He,A man is standing behind a bar with several bottles of drinks.,He,gold,sets his beer down and picks up the glass.,pours water into glass and pours it into his mouth.,takes a big drink and talks for awhile.,fills a glass with ice before pouring liquor in.,3
106,45135,lsmdc0007_DIE_NACHT_DES_JAEGERS-49354,5445,Someone sets the candle on a barrel near the shelf - prop and sinks to his knees below shot as someone gapes at people looks stony. She,Someone sets the candle on a barrel near the shelf - prop and sinks to his knees below shot as someone gapes at people looks stony.,She,gold,gives a wounded curve's arm.,applauds for the children to work.,touches his arm and someone's.,seems about to speak.,3
160,43774,anetv_AzNHZyeXHBM,8704,She jumps into a pile of sand. She,She jumps into a pile of sand.,She,gold,falls onto the arena floor.,is sprinting down the track.,jumps over the waves onto the sand.,falls into a pink pit.,1
886,36040,anetv_n637bl2-DDo,14182,A man talks in front of an office building. The man,A man talks in front of an office building.,The man,gold,does a double flip.,turns away and goes out of the workshop.,enters the building and walks up the staircase.,gets into the back seat and walks around.,2
823,6961,anetv_mRe2xY_amWw,3720,The video leads into various text shown across the screen followed by cheerleaders performing a routine. Several shots of cheer leading performers,The video leads into various text shown across the screen followed by cheerleaders performing a routine.,Several shots of cheer leading performers,gold,are shown completing impressive stunts and moving across a stage while others watch.,are shown and leads into several clips of kids interacting.,perform several arts moves in slow motion.,perform fountains on each side as well as players and people singing on stage.,0
210,27399,lsmdc3087_WE_BOUGHT_A_ZOO-41152,2785,Someone steps into view with her basket. Someone,Someone steps into view with her basket.,Someone,gold,dumps some of the sweets onto the table.,allows a brief smile as she cheerfully trots over and holds out a sandwich.,glances up at the water.,looks in the mirror.,1
124,21580,lsmdc3014_CAPTAIN_AMERICA-5369,8983,The Nazi officer strides toward him. The Nazi officer,The Nazi officer strides toward him.,The Nazi officer,gold,gives a nod and heads over.,uses an electric radio.,stands on the podium.,places the box he removed from the tower onto a table.,3
600,9993,lsmdc3081_THOR-38190,10032,"Later, someone approaches someone, who stands gripping his sword at the ragged end of the bridge. Below him the sea","Later, someone approaches someone, who stands gripping his sword at the ragged end of the bridge.",Below him the sea,gen,seems to wind all around the tiny island.,stands and leaps up on the river banks with polished sand.,"soars up a thick haze of smoke, then draws a few feet straight.",follows a midle of the ocean.,0
762,8031,lsmdc1053_Harry_Potter_and_the_philosophers_stone-95448,4473,"He raises the metal object and points it at a street lamp. When all the lights in the road have been extinguished, the old gentleman",He raises the metal object and points it at a street lamp.,"When all the lights in the road have been extinguished, the old gentleman",gold,inspects the sheer tiles of the man's rear.,"looks at the sorting garment, and puts it on the tray next to him.",lowers the metal object and flicks it shut.,gets up and they run out to him.,2
749,46200,lsmdc3073_THE_GUILT_TRIP-34807,8463,She stands and raises the glass. She,She stands and raises the glass.,She,gen,moves to the glass and bends about the kitchen.,chugs from his bottle with coffee.,flinches at what she is saying.,shoots with a frown.,2
994,24453,anetv_nEv28s46Kvo,3415,The two men fence in between title screens. The men,The two men fence in between title screens.,The men,gen,run over ropes a marching marching band.,jump rope to a floor.,throw and look with the camera while show the ending.,talk as well as a barber demonstrates an interesting move for the passing use.,2
726,67388,lsmdc1046_Australia-90524,543,A herd of horses has been being rounded up. They,A herd of horses has been being rounded up.,They,gold,"are blindfolded, waiting for the welcoming lead.",take off in a different space.,thunder right past the house.,"trough the people to the sand, then run over.",2
60,2552,lsmdc3025_FLIGHT-12128,12600,"Someone walks down a hotel corridor, with someone holding a can of Coca Cola. They","Someone walks down a hotel corridor, with someone holding a can of Coca Cola.",They,gen,stand back and stop on the sidewalk.,gaze at someone and peers up the stairs.,notice that someone's song is said to the couple.,look up at her.,3
624,35662,anetv_D3NZ45e9llI,10793,A helicopter is flying over a mountain scene. Several people,A helicopter is flying over a mountain scene.,Several people,gen,fly around the finish line.,are at the kites in the sky.,are shown skating down the hill.,are skiing down the road.,3
720,8749,anetv_xtmxgih0yIk,514,He goes back to removing the excess hair off the horse. He,He goes back to removing the excess hair off the horse.,He,gold,then applies it to the dog's hair.,puts a helmet on and makes with the hair to keep the difference on it.,splits a pair of sticks in place.,pauses again and speaks for a while.,3
