,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,sent1,sent2,ending0,ending1,ending2,label
462,462,462,462,Bailey asked Remy if he would like to go to the dance with her.,What will happen to Remy?,Answer Bailey,start singing,go to sleep,0
2486,2486,2486,2486,Kendall was camping and helped get the fire started at the campsite.,How would Others feel as a result?,Good they did that for them,Glad it's warm out,knowledgeable of how to start a fire,0
3223,3223,3223,3223,"Tracy had to fly out of town, so Addison took Tracy to the airport.",How would Addison feel afterwards?,aggravated with herself,angry to have gone,happy to help her friend,2
2718,2718,2718,2718,Austin called Sydney last night and asked her on a date.,What will happen to Sydney?,be single forever,go out with austin,get a date,1
4369,4369,4369,4369,Kai kept Riley at a distance when Kai got sick with the chicken pox.,What will happen to Kai?,be thanked,she won't get sick,make Riley sick,1
1637,1637,1637,1637,Jan is upset at lee and accusing him of cheating on her.,What will happen to Jan?,try to apologize,deny it happened,get marital counseling,2
3082,3082,3082,3082,Ash was excited about the baby's arrival but was unsure how to hold it.,Why did Robin do this?,bond better,scared about holding the baby,make Ash hold the baby so he might drop it,1
2874,2874,2874,2874,Tracy jumped to Alex's feet in order to scare them for laughs.,How would Alex feel as a result?,someone with a joking sense of humor,someone with a good sense of humor,unprepared,2
1913,1913,1913,1913,Cameron joined the mission trip with the youth group and provided food to families in need.,How would families feel as a result?,considerate of others,full and satisfied,grateful for the clothes,1
932,932,932,932,Jesse's smoking seemed to be affecting Casey's health. Casey mentions how it bothers other people as well.,What will Jesse want to do next?,leave Casey's area to smoke,stay away from Jesse,help Jesse quit smoking,0
63,63,63,63,Addison looked over bailey's business plan and helped her maximize her profits.,How would you describe Addison?,good at business,good at customer service,good at English,0
3197,3197,3197,3197,Alex was late to the bus stop.  They waited hours for another bus to get home.,What will Alex want to do next?,be at the bus stop earlier,call their mom to pick him up,eat dinner with their family,0
2878,2878,2878,2878,Sasha saved their mother's place at the dinner table when she was running late.,How would you describe Sasha?,thoughtful toward others,someone who looks out for their father,like a good child,0
4726,4726,4726,4726,Jan pushed the gas pedal of her car to the floor.,How will Jan feel when she does this?,like her car has come to a halt,a dangerous person,the wind rush through her hair,1
4874,4874,4874,4874,Sydney liked her work and was committed to the company.,What does Sydney need to do before this?,get promoted,get a raise,get hired by the company,2
3710,3710,3710,3710,Carson ran vegetables under cold water and was getting ready to boil them in water.,How would Carson feel afterwards?,Like they are ready to cook the vegitables,very careful,likes to prepare,0
184,184,184,184,Because he did now want to contribute Jordan hid money from their parents and told them he was broke.,How would Others feel as a result?,like Jordan doesn't care,disappointed in Jordan's grade,ashamed and embarrassed,0
1845,1845,1845,1845,Kendall liked one of the cars they saw on the lot and decided to buy it.,How would you describe Kendall?,like showing off the car,proud of having a new car,make a purchase,1
786,786,786,786,"Jan bullies Bailey's sister,Robin, everyday on the playfround. Bailey told Jan to leave Robin alone.",Why did Bailey do this?,be angry at Jan,stop Jan from bullying Robin,protect her sister,1
3806,3806,3806,3806,"When they got to the remote lake, Bailey pushed the boat out.",What does Bailey need to do before this?,go to the cabin,drive to the lake,find the river,1
4416,4416,4416,4416,Sydney told Tracey to tell a story when they were camping.,What will happen to Sydney?,tells them a story,listen to a tale,talk about something while camping,1
1916,1916,1916,1916,Riley began another relationship with the person they were seeing when they were already dating someone else.,Why did Riley do this?,were unhappy with their partner,repremand Riley,were monogamous with their partner,0
1156,1156,1156,1156,"Austin who was a great dancer and teacher began their school with ten students. When they had a class helpfully, Austin shuffled Casey's feet, to learn a new dance.",How would you describe Austin?,a good dancer and teacher,shuffling their own feet,learning to dance at school,0
3480,3480,3480,3480,Lee had been working for over a year without a promotion and felt cheated.,What will the others think of Lee?,upset and overlooked,angry and confused,Others will avoid Lee,0
3620,3620,3620,3620,Jesse headed inside to get onto the computer to play computer games.,How would you describe Jesse?,relaxed,feeling passive,feeling relief,0
3237,3237,3237,3237,Sasha extended Skylar's seats at her expense so that everyone could enjoy the show in comfort.,How would you describe Sasha?,considerate,like a nice person,rude,0
1889,1889,1889,1889,Robin got mad at Tracy and refused to speak to them.,What will happen to Tracy?,ignore them back,be upset,apologize,1
3899,3899,3899,3899,Robin spends hours exploring a new store they have never been in before. Robin brings their clothing to the counter to check out.,What does Robin need to do next?,Leave the store without paying,Ask the cashier for a discount,Pay for their purchases and leave,2
1616,1616,1616,1616,Riley made fun of Sydney every day and finally apologized for his bad behavior and stopped it all together.,What will Sydney want to do next?,right their wrongs,enjoy his changed behavior,tease him back,1
4970,4970,4970,4970,Quinn increased the teams chance of winning by practicing a lot.,Why did Quinn do this?,needed to learn the sport,do their best,needed to join the team,1
2570,2570,2570,2570,"Jesse worked hard to get where she's at, she finally got the raise she deserved.",How would Jesses boss feel toward her?,Happy for all the hard work,Upset at the way Jesse does her job,very dedicated,0
422,422,422,422,"Bailey failed her test the first time around, but their teacher Jan gave them another chance.",What does Jan need to do before this?,grade Bailey's test,print another test,ask their teacher for help,1
3154,3154,3154,3154,Casey swam away towards the beach and then went home for the day.,What will Casey want to do next?,conflicted,lazy,smart,1
4833,4833,4833,4833,Jesse told Lee's story about his past without getting permission from Lee first.,How would Lee feel as a result?,regret they did this,betrayed,betrayed Lee's trust,1
4234,4234,4234,4234,Kendall purchased clothes online for the dinner she was going to.,How would you describe Kendall?,As someone with a new outfit,ready for the dinner,excited,1
1253,1253,1253,1253,Sasha works two jobs and is very tired at the end of the day.,What will Sasha want to do next?,go to sleep right after work,go to work for a full day of work,look for a single job that pays as much as the two others,0
4482,4482,4482,4482,"Riley knew it was wrong to steal, but shoplifted the food because they were hungry.",What does Riley need to do before this?,needed to have no other option,take the food home and store it for later,eat the food quickly before they get caught,0
3707,3707,3707,3707,"Jan discovered that her friend was being bullied. Thus, having a sharp tongue, she tore the bully apart.",How would you describe Jan?,a moral person,the bully,glad to confront the bullies,2
1224,1224,1224,1224,Sydney stilled loved Kai even though they broke up decades ago.,What will Sydney want to do next?,call him,run away,Talk to Syndey about their feelings,0
3555,3555,3555,3555,Aubrey kissed the gunner's daughter after they came back from the war front.,How would Aubrey feel afterwards?,happy to be alive,lazy,elated,2
2921,2921,2921,2921,Jan is autistic and hits with their hands when angry.,What will Others want to do next?,apologize,hit,Others will need to comfort Jan,2
1540,1540,1540,1540,Carson forced Jan's hand after watching a scary movie.,What will Carson want to do next?,go to sleep,scare Jan,apologize,2
3680,3680,3680,3680,Remy made Robin feel guilty about not helping painting the house.,What will Remy want to do next?,find out what's wrong with Robin,Do it himself,Use Robin's hair to paint the house,1
4955,4955,4955,4955,"Taylor led Riley far away, so they can enjoy the forest all by themselves.",How would Taylor feel afterwards?,happy,In love with Riley,bored,0
2441,2441,2441,2441,Jan paid Robin's traffic fine in full but the money was only a loan.,What will Robin want to do next?,put Robin on a payment plan,get the money back,do Jan a favor,2
